document_id,consultation_id,consultation_start_date,consultation_end_date,consultation_title,consultation_description,document_source_url,consultation_url,consultation_topics,document_type,document_language,document_title,organisation_id,organisation_name,political_body,consultation_reviewed_at,document_source,consultation_topics_label_source
53139,4956,2024-11-21,2025-03-14,Initiative parlementaire. La pauvreté n’est pas un crime,"La commission propose de préciser la loi fédérale sur les étrangers et l’intégration (LEI) de sorte que les étrangères et les étrangers qui, malgré eux, dépendent de l’aide sociale n’aient pas à craindre de perdre leur permis de séjour ou d’établissement. La jurisprudence du Tribunal fédéral est ainsi codifiée.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_2/fr/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_2-fr-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],LETTER,fr,Lettre d'accompagnement-2,86,Services du Parlement,ch,2024-11-21 13:37:26,fedlex,manual
53140,4956,2024-11-21,2025-03-14,Iniziativa parlamentare. La povertà non è un reato,La Commissione propone di precisare la legge federale sugli stranieri e la loro integrazione (LStrI) in modo tale che gli stranieri diventati dipendenti dall’aiuto sociale senza colpa propria non debbano temere di perdere il permesso di dimora o di domicilio. In questo modo viene codificata la giurisprudenza del Tribunale federale.,https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_2/it/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_2-it-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],LETTER,it,Lettera accompagnatoria-2,86,Servizi del Parlamento,ch,2024-11-21 13:37:26,fedlex,manual
53141,4956,2024-11-21,2025-03-14,Parlamentarische Initiative. Armut ist kein Verbrechen,"Die Kommission schlägt vor, das Ausländer- und Integrationsgesetz (AIG) so zu präzisieren, dass Ausländerinnen und Ausländer, die unverschuldet von Sozialhilfe abhängig geworden sind, nicht den Verlust ihrer Aufenthalts- oder Niederlassungsbewilligung befürchten müssen. Damit wird die Rechtsprechung des Bundesgerichts kodifiziert.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_3/de/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_3-de-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],LETTER,de,Begleitschreiben,86,Parlamentsdienste,ch,2024-11-21 13:37:26,fedlex,manual
53142,4956,2024-11-21,2025-03-14,Initiative parlementaire. La pauvreté n’est pas un crime,"La commission propose de préciser la loi fédérale sur les étrangers et l’intégration (LEI) de sorte que les étrangères et les étrangers qui, malgré eux, dépendent de l’aide sociale n’aient pas à craindre de perdre leur permis de séjour ou d’établissement. La jurisprudence du Tribunal fédéral est ainsi codifiée.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_3/fr/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_3-fr-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],LETTER,fr,Lettre d'accompagnement,86,Services du Parlement,ch,2024-11-21 13:37:26,fedlex,manual
53143,4956,2024-11-21,2025-03-14,Iniziativa parlamentare. La povertà non è un reato,La Commissione propone di precisare la legge federale sugli stranieri e la loro integrazione (LStrI) in modo tale che gli stranieri diventati dipendenti dall’aiuto sociale senza colpa propria non debbano temere di perdere il permesso di dimora o di domicilio. In questo modo viene codificata la giurisprudenza del Tribunale federale.,https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_3/it/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_3-it-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],LETTER,it,Lettera accompagnatoria,86,Servizi del Parlamento,ch,2024-11-21 13:37:26,fedlex,manual
53144,4956,2024-11-21,2025-03-14,Parlamentarische Initiative. Armut ist kein Verbrechen,"Die Kommission schlägt vor, das Ausländer- und Integrationsgesetz (AIG) so zu präzisieren, dass Ausländerinnen und Ausländer, die unverschuldet von Sozialhilfe abhängig geworden sind, nicht den Verlust ihrer Aufenthalts- oder Niederlassungsbewilligung befürchten müssen. Damit wird die Rechtsprechung des Bundesgerichts kodifiziert.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_4/de/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_4-de-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],REPORT,de,Erläuternder Bericht,86,Parlamentsdienste,ch,2024-11-21 13:37:26,fedlex,manual
53145,4956,2024-11-21,2025-03-14,Initiative parlementaire. La pauvreté n’est pas un crime,"La commission propose de préciser la loi fédérale sur les étrangers et l’intégration (LEI) de sorte que les étrangères et les étrangers qui, malgré eux, dépendent de l’aide sociale n’aient pas à craindre de perdre leur permis de séjour ou d’établissement. La jurisprudence du Tribunal fédéral est ainsi codifiée.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_4/fr/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_4-fr-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],REPORT,fr,Rapport explicatif,86,Services du Parlement,ch,2024-11-21 13:37:26,fedlex,manual
53146,4956,2024-11-21,2025-03-14,Iniziativa parlamentare. La povertà non è un reato,La Commissione propone di precisare la legge federale sugli stranieri e la loro integrazione (LStrI) in modo tale che gli stranieri diventati dipendenti dall’aiuto sociale senza colpa propria non debbano temere di perdere il permesso di dimora o di domicilio. In questo modo viene codificata la giurisprudenza del Tribunale federale.,https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_4/it/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_4-it-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],REPORT,it,Rapporto esplicativo,86,Servizi del Parlamento,ch,2024-11-21 13:37:26,fedlex,manual
53147,4956,2024-11-21,2025-03-14,Parlamentarische Initiative. Armut ist kein Verbrechen,"Die Kommission schlägt vor, das Ausländer- und Integrationsgesetz (AIG) so zu präzisieren, dass Ausländerinnen und Ausländer, die unverschuldet von Sozialhilfe abhängig geworden sind, nicht den Verlust ihrer Aufenthalts- oder Niederlassungsbewilligung befürchten müssen. Damit wird die Rechtsprechung des Bundesgerichts kodifiziert.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_5/de/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_5-de-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],SYNOPTIC_TABLE,de,Synoptische Tabelle,86,Parlamentsdienste,ch,2024-11-21 13:37:26,fedlex,manual
53148,4956,2024-11-21,2025-03-14,Initiative parlementaire. La pauvreté n’est pas un crime,"La commission propose de préciser la loi fédérale sur les étrangers et l’intégration (LEI) de sorte que les étrangères et les étrangers qui, malgré eux, dépendent de l’aide sociale n’aient pas à craindre de perdre leur permis de séjour ou d’établissement. La jurisprudence du Tribunal fédéral est ainsi codifiée.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_5/fr/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_5-fr-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],SYNOPTIC_TABLE,fr,Tableau synoptique,86,Services du Parlement,ch,2024-11-21 13:37:26,fedlex,manual
53149,4956,2024-11-21,2025-03-14,Iniziativa parlamentare. La povertà non è un reato,La Commissione propone di precisare la legge federale sugli stranieri e la loro integrazione (LStrI) in modo tale che gli stranieri diventati dipendenti dall’aiuto sociale senza colpa propria non debbano temere di perdere il permesso di dimora o di domicilio. In questo modo viene codificata la giurisprudenza del Tribunale federale.,https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_5/it/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_5-it-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],SYNOPTIC_TABLE,it,Tavola sinottica,86,Servizi del Parlamento,ch,2024-11-21 13:37:26,fedlex,manual
53150,4956,2024-11-21,2025-03-14,Parlamentarische Initiative. Armut ist kein Verbrechen,"Die Kommission schlägt vor, das Ausländer- und Integrationsgesetz (AIG) so zu präzisieren, dass Ausländerinnen und Ausländer, die unverschuldet von Sozialhilfe abhängig geworden sind, nicht den Verlust ihrer Aufenthalts- oder Niederlassungsbewilligung befürchten müssen. Damit wird die Rechtsprechung des Bundesgerichts kodifiziert.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_6/de/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_6-de-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],RECIPIENT_LIST,de,Adressatenliste,86,Parlamentsdienste,ch,2024-11-21 13:37:26,fedlex,manual
53151,4956,2024-11-21,2025-03-14,Initiative parlementaire. La pauvreté n’est pas un crime,"La commission propose de préciser la loi fédérale sur les étrangers et l’intégration (LEI) de sorte que les étrangères et les étrangers qui, malgré eux, dépendent de l’aide sociale n’aient pas à craindre de perdre leur permis de séjour ou d’établissement. La jurisprudence du Tribunal fédéral est ainsi codifiée.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_6/fr/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_6-fr-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],RECIPIENT_LIST,fr,Destinataires,86,Services du Parlement,ch,2024-11-21 13:37:26,fedlex,manual
53152,4956,2024-11-21,2025-03-14,Iniziativa parlamentare. La povertà non è un reato,La Commissione propone di precisare la legge federale sugli stranieri e la loro integrazione (LStrI) in modo tale che gli stranieri diventati dipendenti dall’aiuto sociale senza colpa propria non debbano temere di perdere il permesso di dimora o di domicilio. In questo modo viene codificata la giurisprudenza del Tribunale federale.,https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_6/it/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_6-it-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],RECIPIENT_LIST,it,Lista dei destinatari,86,Servizi del Parlamento,ch,2024-11-21 13:37:26,fedlex,manual
53157,4957,2024-11-20,2025-01-31,Mise en œuvre de la loi fédérale sur l’interdiction de se dissimuler le visage,"La loi fédérale pose le principe général de l’interdiction de se dissimuler le visage dans les lieux accessibles au public, règle les situations où cette interdiction de s’applique pas et prévoit enfin un régime de dérogation. La direction de la sécurité, de la justice et du sport propose de fixer les dispositions d’exécution dans la loi cantonale d’application du code pénal. Il convient de noter que la LACP contient déjà une disposition sur l’interdiction de se masquer lors de manifestations impliquant un usage accru du domaine public. Une disposition qu’il convient de modifier pour se conformer à la nouvelle législation fédérale, qui prime le droit cantonal.",https://www.fr.ch/document/541726,https://www.demokratis.ch/vernehmlassung/acyfz46s,['social'],LETTER,fr,Courrier,147,Conseil d'État du canton de Fribourg,fr,,openparldata,openparldata
53158,4957,2024-11-20,2025-01-31,Mise en œuvre de la loi fédérale sur l’interdiction de se dissimuler le visage,"La loi fédérale pose le principe général de l’interdiction de se dissimuler le visage dans les lieux accessibles au public, règle les situations où cette interdiction de s’applique pas et prévoit enfin un régime de dérogation. La direction de la sécurité, de la justice et du sport propose de fixer les dispositions d’exécution dans la loi cantonale d’application du code pénal. Il convient de noter que la LACP contient déjà une disposition sur l’interdiction de se masquer lors de manifestations impliquant un usage accru du domaine public. Une disposition qu’il convient de modifier pour se conformer à la nouvelle législation fédérale, qui prime le droit cantonal.",https://www.fr.ch/document/541731,https://www.demokratis.ch/vernehmlassung/acyfz46s,['social'],DRAFT,fr,Avant-projet de loi d'application,147,Conseil d'État du canton de Fribourg,fr,,openparldata,openparldata
53159,4957,2024-11-20,2025-01-31,Mise en œuvre de la loi fédérale sur l’interdiction de se dissimuler le visage,"La loi fédérale pose le principe général de l’interdiction de se dissimuler le visage dans les lieux accessibles au public, règle les situations où cette interdiction de s’applique pas et prévoit enfin un régime de dérogation. La direction de la sécurité, de la justice et du sport propose de fixer les dispositions d’exécution dans la loi cantonale d’application du code pénal. Il convient de noter que la LACP contient déjà une disposition sur l’interdiction de se masquer lors de manifestations impliquant un usage accru du domaine public. Une disposition qu’il convient de modifier pour se conformer à la nouvelle législation fédérale, qui prime le droit cantonal.",https://www.fr.ch/document/541736,https://www.demokratis.ch/vernehmlassung/acyfz46s,['social'],REPORT,fr,Rapport explicatif,147,Conseil d'État du canton de Fribourg,fr,,openparldata,openparldata
53160,4957,2024-11-20,2025-01-31,Mise en œuvre de la loi fédérale sur l’interdiction de se dissimuler le visage,"La loi fédérale pose le principe général de l’interdiction de se dissimuler le visage dans les lieux accessibles au public, règle les situations où cette interdiction de s’applique pas et prévoit enfin un régime de dérogation. La direction de la sécurité, de la justice et du sport propose de fixer les dispositions d’exécution dans la loi cantonale d’application du code pénal. Il convient de noter que la LACP contient déjà une disposition sur l’interdiction de se masquer lors de manifestations impliquant un usage accru du domaine public. Une disposition qu’il convient de modifier pour se conformer à la nouvelle législation fédérale, qui prime le droit cantonal.",https://www.fr.ch/document/541741,https://www.demokratis.ch/vernehmlassung/acyfz46s,['social'],RECIPIENT_LIST,de,Liste des destinataires,147,Conseil d'État du canton de Fribourg,fr,,openparldata,openparldata
50246,4789,2024-06-28,,Consultation publique sur le projet de refonte de la loi sur les eaux,"La présente consultation porte sur l'avant-projet de loi sur les eaux. Cette loi constitue une refonte de la loi en vigueur (loi sur les eaux du 5 juillet 1961; L 2 05). Elle vise à moderniser et à renforcer le cadre légal actuel en l'adaptant aux enjeux présents et futurs, en particulier les changements climatiques, la préservation du vivant, le développement urbain et l'augmentation de la population.",https://www.ge.ch/document/36194/annexe/1,https://www.demokratis.ch/vernehmlassung/48q2pnqq,['environment'],VARIOUS_TEXT,fr,Liste des entités consultées,148,Conseil d'État du canton de Genève,ge,,openparldata,openparldata
50247,4789,2024-06-28,,Consultation publique sur le projet de refonte de la loi sur les eaux,"La présente consultation porte sur l'avant-projet de loi sur les eaux. Cette loi constitue une refonte de la loi en vigueur (loi sur les eaux du 5 juillet 1961; L 2 05). Elle vise à moderniser et à renforcer le cadre légal actuel en l'adaptant aux enjeux présents et futurs, en particulier les changements climatiques, la préservation du vivant, le développement urbain et l'augmentation de la population.",https://www.ge.ch/document/36194/telecharger,https://www.demokratis.ch/vernehmlassung/48q2pnqq,['environment'],VARIOUS_TEXT,fr,Avant-projet de loi sur les eaux 2024,148,Conseil d'État du canton de Genève,ge,,openparldata,openparldata
53161,4958,2024-11-21,2025-02-28,Glarner Spitalplanung 2026,,https://www.gl.ch/public/upload/assets/57956/Versorgungsbericht.pdf?fp=2,https://www.demokratis.ch/vernehmlassung/a4n88vs7,[],VARIOUS_TEXT,de,"Versorgungsbericht [pdf, 12.3 MB]",149,Regierungsrat des Kantons Glarus,gl,,openparldata,openparldata
53162,4958,2024-11-21,2025-02-28,Glarner Spitalplanung 2026,,https://www.gl.ch/public/upload/assets/57957/Anforderungen%20Listenspit%C3%A4ler%20Akutsomatik%20und%20Rehabilitation.pdf?fp=1,https://www.demokratis.ch/vernehmlassung/a4n88vs7,[],VARIOUS_TEXT,de,"Anforderungen an Listenspitäler Akutsomatik und Rehabilitation [pdf, 416 KB]",149,Regierungsrat des Kantons Glarus,gl,,openparldata,openparldata
53091,4950,2024-11-12,2024-12-16,"Teilrevision des Gesetzes über die Förderung der Krankenpflege und der Betreuung von betagten und pflegebedürftigen Personen (Krankenpflegegesetz, KPG; BR 506.000)","Aufgrund der sich stetig verschlechternden finanziellen Lage der öffentlichen Bündner Spitäler ist es aus Sicht der Regierung notwendig, Massnahmen zu ergreifen, um die kurz- oder mittelfristig drohende Insolvenz der betroffenen Spitäler abzuwenden. Denn die dezentrale Gesundheitsversorgung der Bevölkerung, wie aber auch deren Zentrumsversorgung, ist angesichts dieser finanziellen Entwicklung der öffentlichen Bündner Spitäler bedroht. Mit der geplanten Anpassung des Gesetzes über die Förderung der Krankenpflege und der Betreuung von betagten und pflegebedürftigen Personen (Krankenpflegegesetz, KPG; BR 506.000) soll eine gesetzliche Grundlage geschaffen werden, welche es der Regierung ermöglichen soll, den öffentlichen Spitälern Überbrückungsdarlehen zu gewähren, um ihnen dadurch wieder eine ausreichende Liquidität zu verschaffen.",https://www.gr.ch/DE/publikationen/vernehmlassungen/djsg/VernehmlassungsDokumente/2024_11_12_1_1_Schreiben.pdf,https://www.demokratis.ch/vernehmlassung/cs8cj72s,['health' 'public_finance' 'social'],LETTER,de,Brief,150,Regierung des Kantons Graubünden,gr,2024-11-14 14:20:06,openparldata,manual
53093,4950,2024-11-12,2024-12-16,"Teilrevision des Gesetzes über die Förderung der Krankenpflege und der Betreuung von betagten und pflegebedürftigen Personen (Krankenpflegegesetz, KPG; BR 506.000)","Aufgrund der sich stetig verschlechternden finanziellen Lage der öffentlichen Bündner Spitäler ist es aus Sicht der Regierung notwendig, Massnahmen zu ergreifen, um die kurz- oder mittelfristig drohende Insolvenz der betroffenen Spitäler abzuwenden. Denn die dezentrale Gesundheitsversorgung der Bevölkerung, wie aber auch deren Zentrumsversorgung, ist angesichts dieser finanziellen Entwicklung der öffentlichen Bündner Spitäler bedroht. Mit der geplanten Anpassung des Gesetzes über die Förderung der Krankenpflege und der Betreuung von betagten und pflegebedürftigen Personen (Krankenpflegegesetz, KPG; BR 506.000) soll eine gesetzliche Grundlage geschaffen werden, welche es der Regierung ermöglichen soll, den öffentlichen Spitälern Überbrückungsdarlehen zu gewähren, um ihnen dadurch wieder eine ausreichende Liquidität zu verschaffen.",https://www.gr.ch/DE/publikationen/vernehmlassungen/djsg/VernehmlassungsDokumente/2024_11_12_1_3_Erlass.pdf,https://www.demokratis.ch/vernehmlassung/cs8cj72s,['health' 'public_finance' 'social'],DRAFT,de,Erlass,150,Regierung des Kantons Graubünden,gr,2024-11-14 14:20:06,openparldata,manual
49682,4689,2024-04-18,2024-06-14,Avant-projet de loi sur le Contrôle des finances,"Aujourd’hui, le fonctionnement et les attributions du Contrôle des finances sont uniquement réglés dans une dizaine d’articles de la loi sur les finances cantonales ainsi que dans  quatre  articles du  décret  d’organisation  du  Gouvernement  et  de  l’administration cantonale. Le Gouvernement a décidé de «sortir» les attributions du Contrôle des finances de ces deux bases légales et de rédiger une nouvelle loi, propre à cet organe. Il entend ainsi démontrer l’importance qu’il accorde à la surveillance financière du canton du Jura.",https://www.jura.ch/Htdocs/Files/v/9d71f4d5db05c6e508282c8ec0a223fa316dc9884026fed831f1d33ed1cf5634.pdf/613_avant-projet-de-loi-sur-le-Controle-des-finances.pdf,https://www.demokratis.ch/vernehmlassung/d5x623ub,['administration' 'public_finance'],VARIOUS_TEXT,fr,Annexe 1: Avant-projet de loi,151,Gouvernement jurassien,ju,2024-11-13 15:37:50,openparldata,manual
49683,4689,2024-04-18,2024-06-14,Avant-projet de loi sur le Contrôle des finances,"Aujourd’hui, le fonctionnement et les attributions du Contrôle des finances sont uniquement réglés dans une dizaine d’articles de la loi sur les finances cantonales ainsi que dans  quatre  articles du  décret  d’organisation  du  Gouvernement  et  de  l’administration cantonale. Le Gouvernement a décidé de «sortir» les attributions du Contrôle des finances de ces deux bases légales et de rédiger une nouvelle loi, propre à cet organe. Il entend ainsi démontrer l’importance qu’il accorde à la surveillance financière du canton du Jura.",https://www.jura.ch/Htdocs/Files/v/14f286b3eb8fbf0e5587fb41b2f4bdee103ae5e4709417d550f49baddbd92326.pdf/Courrier-accompagnement-DFI-signe.pdf,https://www.demokratis.ch/vernehmlassung/d5x623ub,['administration' 'public_finance'],VARIOUS_TEXT,fr,Lettre de consultation,151,Gouvernement jurassien,ju,2024-11-13 15:37:50,openparldata,manual
49684,4689,2024-04-18,2024-06-14,Avant-projet de loi sur le Contrôle des finances,"Aujourd’hui, le fonctionnement et les attributions du Contrôle des finances sont uniquement réglés dans une dizaine d’articles de la loi sur les finances cantonales ainsi que dans  quatre  articles du  décret  d’organisation  du  Gouvernement  et  de  l’administration cantonale. Le Gouvernement a décidé de «sortir» les attributions du Contrôle des finances de ces deux bases légales et de rédiger une nouvelle loi, propre à cet organe. Il entend ainsi démontrer l’importance qu’il accorde à la surveillance financière du canton du Jura.",https://www.jura.ch/Htdocs/Files/v/7d7d29a6f2e3d00282015cae03506d35552dfe905afcc68c38f778360dbae9e5.pdf/LCFi---tableau-comparatif-avec-commentaires-v16.pdf,https://www.demokratis.ch/vernehmlassung/d5x623ub,['administration' 'public_finance'],VARIOUS_TEXT,fr,Annexe 2: Tableau comparatif avec commentaires,151,Gouvernement jurassien,ju,2024-11-13 15:37:50,openparldata,manual
49685,4689,2024-04-18,2024-06-14,Avant-projet de loi sur le Contrôle des finances,"Aujourd’hui, le fonctionnement et les attributions du Contrôle des finances sont uniquement réglés dans une dizaine d’articles de la loi sur les finances cantonales ainsi que dans  quatre  articles du  décret  d’organisation  du  Gouvernement  et  de  l’administration cantonale. Le Gouvernement a décidé de «sortir» les attributions du Contrôle des finances de ces deux bases légales et de rédiger une nouvelle loi, propre à cet organe. Il entend ainsi démontrer l’importance qu’il accorde à la surveillance financière du canton du Jura.",https://www.jura.ch/Htdocs/Files/v/2f5122975a5d98c868a6ce0bb91910e1022b9e09d26ab0f725cbcd57bd02caee.pdf/Liste-des-organismes-a-consulter-LCFi-v1.pdf,https://www.demokratis.ch/vernehmlassung/d5x623ub,['administration' 'public_finance'],VARIOUS_TEXT,fr,Organismes consultés,151,Gouvernement jurassien,ju,2024-11-13 15:37:50,openparldata,manual
49686,4689,2024-04-18,2024-06-14,Avant-projet de loi sur le Contrôle des finances,"Aujourd’hui, le fonctionnement et les attributions du Contrôle des finances sont uniquement réglés dans une dizaine d’articles de la loi sur les finances cantonales ainsi que dans  quatre  articles du  décret  d’organisation  du  Gouvernement  et  de  l’administration cantonale. Le Gouvernement a décidé de «sortir» les attributions du Contrôle des finances de ces deux bases légales et de rédiger une nouvelle loi, propre à cet organe. Il entend ainsi démontrer l’importance qu’il accorde à la surveillance financière du canton du Jura.",https://www.jura.ch/Htdocs/Files/v/6c50a3aebcf94e7c3d292d1b47d5e14e68600135306331ee42a40c6838e136b7.pdf/Rapport-explicatif-LCFi-pour-consultation-externe-v2.pdf,https://www.demokratis.ch/vernehmlassung/d5x623ub,['administration' 'public_finance'],VARIOUS_TEXT,fr,Rapport explicatif,151,Gouvernement jurassien,ju,2024-11-13 15:37:50,openparldata,manual
52628,4916,2024-09-20,2024-12-20,Änderung des Personalgesetzes,"Der Regierungsrat hat das Finanzdepartement ermächtigt, zur Weiterentwicklung des Personalrechts eine Vernehmlassung durchzuführen. Im Jahr 2003 wurde das Personalrecht im Kanton Luzern totalrevidiert. Die damaligen Reformziele waren insbesondere die Aufhebung des Beamtenstatus, die Überprüfung der Rechte und Pflichten der Angestellten sowie die Integration des Personalrechts der Lehrpersonen. Seither wurde das Personalrecht kontinuierlich angepasst.",https://www.lu.ch/-/media/Kanton/Dokumente/FD/Vernehmlassungen/2024/Aenderung_Personalgesetz/Einladungsschreiben.pdf?rev=d2df1d7a123548d5ae4751045bddbeba,https://www.demokratis.ch/vernehmlassung/gvx7xrqg,['administration'],VARIOUS_TEXT,de,Einladungsschreiben,152,Regierungsrat des Kantons Luzern,lu,,openparldata,openparldata
52629,4916,2024-09-20,2024-12-20,Änderung des Personalgesetzes,"Der Regierungsrat hat das Finanzdepartement ermächtigt, zur Weiterentwicklung des Personalrechts eine Vernehmlassung durchzuführen. Im Jahr 2003 wurde das Personalrecht im Kanton Luzern totalrevidiert. Die damaligen Reformziele waren insbesondere die Aufhebung des Beamtenstatus, die Überprüfung der Rechte und Pflichten der Angestellten sowie die Integration des Personalrechts der Lehrpersonen. Seither wurde das Personalrecht kontinuierlich angepasst.",https://www.lu.ch/-/media/Kanton/Dokumente/FD/Vernehmlassungen/2024/Aenderung_Personalgesetz/Erluterungen_zum_Vernehmlassungsentwurf.pdf?rev=7dfc475c73a94a75b132bf34a126a20d,https://www.demokratis.ch/vernehmlassung/gvx7xrqg,['administration'],VARIOUS_TEXT,de,Erläuterungen zum Vernehmlassungsentwurf,152,Regierungsrat des Kantons Luzern,lu,,openparldata,openparldata
52631,4916,2024-09-20,2024-12-20,Änderung des Personalgesetzes,"Der Regierungsrat hat das Finanzdepartement ermächtigt, zur Weiterentwicklung des Personalrechts eine Vernehmlassung durchzuführen. Im Jahr 2003 wurde das Personalrecht im Kanton Luzern totalrevidiert. Die damaligen Reformziele waren insbesondere die Aufhebung des Beamtenstatus, die Überprüfung der Rechte und Pflichten der Angestellten sowie die Integration des Personalrechts der Lehrpersonen. Seither wurde das Personalrecht kontinuierlich angepasst.",https://www.lu.ch/-/media/Kanton/Dokumente/FD/Vernehmlassungen/2024/Aenderung_Personalgesetz/nderungsentwurf.pdf?rev=53fa682db88f43d88e42f300fcd1cb71,https://www.demokratis.ch/vernehmlassung/gvx7xrqg,['administration'],VARIOUS_TEXT,de,Änderungsentwurf,152,Regierungsrat des Kantons Luzern,lu,,openparldata,openparldata
52632,4916,2024-09-20,2024-12-20,Änderung des Personalgesetzes,"Der Regierungsrat hat das Finanzdepartement ermächtigt, zur Weiterentwicklung des Personalrechts eine Vernehmlassung durchzuführen. Im Jahr 2003 wurde das Personalrecht im Kanton Luzern totalrevidiert. Die damaligen Reformziele waren insbesondere die Aufhebung des Beamtenstatus, die Überprüfung der Rechte und Pflichten der Angestellten sowie die Integration des Personalrechts der Lehrpersonen. Seither wurde das Personalrecht kontinuierlich angepasst.",https://www.lu.ch/-/media/Kanton/Dokumente/FD/Vernehmlassungen/2024/Aenderung_Personalgesetz/Synopse.pdf?rev=58a03b9387b943fe8480e423712a21ed,https://www.demokratis.ch/vernehmlassung/gvx7xrqg,['administration'],VARIOUS_TEXT,de,Synopse,152,Regierungsrat des Kantons Luzern,lu,,openparldata,openparldata
43504,3288,2023-07-11,2023-10-06,Projet de loi sur l’encouragement des activités culturelles et artistiques,"L’actuelle loi sur la culture du canton de Neuchâtel date de 1991. Bien qu’encore fonctionnelle, elle ne fait pas référence à de nouveaux champs artistiques et n’est, de manière générale, plus en phase avec son temps, notamment sur les questions de rémunération des actrices et acteurs culturels ou encore sur l’accès à la culture. Fruit d’un travail de concertation avec les communes et le milieu culturel, le projet de nouvelle loi sur l’encouragement des activités culturelles et artistiques (LEAC) adapte le cadre légal aux nouveaux enjeux structurels du monde de la culture et ouvre un nouveau champ des possibles pour l’encouragement culturel.",https://www.ne.ch/autorites/CE/consultations/Documents/ConsultationsCantonales/AvantProjet_LEAC.pdf,https://www.demokratis.ch/vernehmlassung/cm24zp2v,['culture'],VARIOUS_TEXT,fr,1. Rapport à l’appui du projet de loi et texte de loi mis en consultation,153,Conseil d'État du canton de Neuchâtel,ne,2024-10-21 14:06:12,openparldata,manual
